,total_cup_points,species,owner,country_of_origin,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,volume
557,82.92,Arabica,racafe & cia s.c.a,Colombia,,1050 - 1850 msnm,cauca,,250,70.0,Almacafé,Abril - Julio /2011,"July 19th, 2011",Racafe & Cia S.C.A,,,7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,10.0,7.67,0.15,0,0.0,,0,"July 18th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1050.0,1850.0,1450.0,17500
559,82.83,Arabica,jungle estate,Kenya,keremara limited,1754,nyeri,KEREMARA LIMITED,27,50.0,Kenya Coffee Traders Association,2017,"October 13th, 2017",Jungle Estate,SL28,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.5,0.1,0,0.0,Green,3,"October 13th, 2018",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1754.0,1754.0,1754.0,1350
560,82.83,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69.0,Asociacion Nacional Del Café,2017,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,7.58,0.11,1,1.0,Green,2,"June 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1700.0,1700.0,1700.0,3450
561,82.83,Arabica,ipanema coffees,Brazil,ipanema coffees,905,south of minas,Ipanema Agricola,320,60.0,Brazil Specialty Coffee Association,2015,"February 6th, 2017",Ipanema Coffees,Yellow Bourbon,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,7.58,0.11,0,2.0,Bluish-Green,2,"February 6th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,905.0,905.0,905.0,19200
562,82.83,Arabica,consejo salvadoreño del café,El Salvador,consejo salvadoreño del café,1250,"el balsamo, quezaltepec","El Barbaro, S.A. de C.V.",275,69.0,Salvadoran Coffee Council,2016,"April 8th, 2016",Consejo Salvadoreño del Café,Pacas,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,7.33,0.0,0,0.0,Green,4,"April 8th, 2017",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1250.0,1250.0,1250.0,18975
565,82.83,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000psn,oriente,AMILCAR LAPOLA,80,69.0,Asociacion Nacional Del Café,2015,"July 20th, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,7.5,0.11,0,0.0,Green,2,"July 19th, 2016",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,5520
566,82.83,Arabica,cafebras,Brazil,cafebras comercio de cafés do brasil sa,900,cerrado,Antonio Batista Francisquine,300,60.0,Brazil Specialty Coffee Association,2015,"May 26th, 2015",Cafebras,Catuai,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,7.67,0.12,2,0.0,Green,6,"May 25th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,900.0,900.0,900.0,18000
567,82.83,Arabica,essencecoffee,Colombia,essence coffee,1200-2000m,huila,Mercedes Narvaez,100,24.0,Blossom Valley International,2014,"March 21st, 2015",EssenceCoffee,Other,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,10.0,7.08,0.0,0,0.0,,1,"March 20th, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1200.0,2000.0,1600.0,2400
569,82.83,Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",1500 msnm,antigua,"SIEMBRAS VISIÓN, S.A.",250,69.0,Asociacion Nacional Del Café,2014,"March 24th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,7.5,0.1,0,0.0,Green,4,"March 24th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,17250
570,82.83,Arabica,"coffeebythebag.com , inc",Colombia,"coffeebythebag.com , inc.",1800 mts,santander,Mrs. Galeano,40,1.0,Almacafé,2013,"January 20th, 2014","Coffeebythebag.com , INC",Typica,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.67,0.0,4,0.0,Green,4,"January 20th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,1800.0,1800.0,40
571,82.83,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,125,70.0,Almacafé,2013,"May 10th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,0.0,Green,3,"May 10th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,8750
574,82.83,Arabica,alfredo bojalil,Mexico,ecomtrading,1250,veracruz,OLIVIA HERNANDEZ VIRUES,250,1.0,AMECAFE,2012,"July 11th, 2012",ALFREDO BOJALIL,Bourbon,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,10.0,7.58,0.12,0,0.0,Blue-Green,7,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250.0,1250.0,1250.0,250
575,82.83,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,250,1.0,Asociacion Nacional Del Café,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,10.0,7.42,0.11,0,0.0,Green,10,"July 9th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,250
577,82.83,Arabica,the coffee source inc.,El Salvador,,1200 mts,santa ana,La Majada Cooperative,250,69.0,Specialty Coffee Association,2010-2011,"August 23rd, 2011",The Coffee Source Inc.,,,7.75,7.58,7.75,7.75,7.25,7.5,10.0,10.0,10.0,7.25,0.0,1,0.0,,3,"August 22nd, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1200.0,1200.0,17250
578,82.75,Arabica,juan luis alvarado romero,Guatemala,inmobiliaria e inversiones dos mil s.a.,1100,santa rosa,PLANTACIONES AGROPECUARIAS S.A,275,69.0,Asociacion Nacional Del Café,,"January 9th, 2018",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.58,7.42,7.67,7.58,7.5,10.0,10.0,10.0,7.5,0.1,0,1.0,Green,3,"January 9th, 2019",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1100.0,1100.0,1100.0,18975
579,82.75,Arabica,juan luis alvarado romero,Guatemala,mercon guatemala s.a.,1800,santa rosa,PABLO ARTURO CHUY FLORES,275,69.0,Asociacion Nacional Del Café,2017,"October 17th, 2017",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,10.0,7.5,0.11,0,0.0,Green,8,"October 17th, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1800.0,1800.0,1800.0,18975
580,82.75,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69.0,Asociacion Nacional Del Café,2017,"September 19th, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,10.0,7.5,0.11,0,0.0,Green,4,"September 19th, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1700.0,1700.0,1700.0,3450
581,82.75,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000,santa rosa,OTTO BECKER,50,69.0,Asociacion Nacional Del Café,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.58,0.1,0,0.0,Green,1,"September 8th, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,3450
582,82.75,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000,oriente,JESUS RAMIREZ,25,69.0,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.67,0.1,0,0.0,Green,1,"August 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,1725
586,82.75,Arabica,consejo salvadoreño del café,El Salvador,soc. coop. de caf. de ciudad barrios de r.l.,1250,cacahuatique,Soc. Coop. de Caf. de Ciudad Barrios de R.L.,275,69.0,Salvadoran Coffee Council,2017,"May 8th, 2017",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,10.0,10.0,10.0,7.67,0.0,0,0.0,,4,"May 8th, 2018",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1250.0,1250.0,1250.0,18975
587,82.75,Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,250,69.0,Specialty Coffee Association of Costa Rica,2016,"April 28th, 2017","CECA, S.A.",Caturra,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.67,0.09,0,0.0,Bluish-Green,1,"April 28th, 2018",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1850.0,1850.0,1850.0,17250
588,82.75,Arabica,bismarck castro,Honduras,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,275,69.0,Instituto Hondureño del Café,2017,"April 6th, 2017",Bismarck Castro,Caturra,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.67,0.09,0,1.0,Green,6,"April 6th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0,18975
589,82.75,Arabica,ipanema coffees,Brazil,ipanema coffees,905,south of minas,Ipanema Agricola,320,60.0,Brazil Specialty Coffee Association,2015,"April 25th, 2016",Ipanema Coffees,Yellow Bourbon,Pulped natural / honey,7.5,7.5,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,0.11,0,2.0,Bluish-Green,1,"April 25th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,905.0,905.0,905.0,19200
592,82.75,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,250,70.0,Almacafé,2014,"November 7th, 2014",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.5,0.0,0,0.0,Blue-Green,2,"November 7th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,17500
594,82.75,Arabica,juan luis alvarado romero,Guatemala,"armajaro guatemala, s. a.",5000 ft.,jalapa,ROBERTO MONTERROSO,250,69.0,Asociacion Nacional Del Café,2014,"June 16th, 2014",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,10.0,7.42,0.13,0,0.0,Green,2,"June 16th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1524.0,1524.0,1524.0,17250
595,82.75,Arabica,coffee export,Colombia,coffee export,1.65,huila,,275,1.0,Almacafé,2014,"May 27th, 2014",Coffee Export,Typica,Washed / Wet,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,10.0,7.67,0.12,0,0.0,Green,0,"May 27th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,165.0,165.0,165.0,275
600,82.75,Arabica,sergio de la vequia bernardi,Mexico,,1200,veracruz,FRANCISCO R. DE LA VEQUIA BERNARDI,250,1.0,AMECAFE,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,10.0,10.0,10.0,7.67,0.12,0,0.0,,0,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0,250
603,82.75,Arabica,racafe & cia s.c.a,Colombia,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,100,70.0,Almacafé,2012,"March 5th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.42,0.11,0,0.0,Green,3,"March 5th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,7000
607,82.67,Arabica,ipanema coffees,Brazil,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60.0,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,10.0,10.0,10.0,7.5,0.0,0,0.0,Green,4,"October 20th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,890.0,890.0,890.0,19200
608,82.67,Arabica,ipanema coffees,Brazil,ipanema coffees,934,south of minas,Ipanema Agricola,320,60.0,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Natural / Dry,7.5,7.58,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.5,0.11,0,2.0,Bluish-Green,3,"August 16th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,934.0,934.0,934.0,19200
610,82.67,Arabica,consejo salvadoreño del café,El Salvador,consejo salvadoreño del café,1200,"el balsamo, quezaltepec","El Barbaro, S.A. de C.V.",275,69.0,Salvadoran Coffee Council,2016,"March 29th, 2016",Consejo Salvadoreño del Café,Pacas,Washed / Wet,7.67,7.67,7.67,7.67,7.5,7.67,10.0,10.0,9.33,7.5,0.0,0,0.0,Green,7,"March 29th, 2017",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1200.0,1200.0,1200.0,18975
611,82.67,Arabica,josé luis rojas yeo,Mexico,finca kassandra,1300,veracruz,Finca Kassandra,8,8.0,Centro Agroecológico del Café A.C.,2016,"February 25th, 2016",José Luis Rojas Yeo,,,7.5,7.67,7.42,7.75,7.42,7.17,10.0,10.0,10.0,7.75,0.11,0,2.0,Green,3,"February 24th, 2017",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386,m,1300.0,1300.0,1300.0,64
612,82.67,Arabica,federacion nacional de cafeteros,Colombia,federacion nacional de cafeteros,,huila,,1,2.0,Almacafé,2015,"November 3rd, 2015",Federacion Nacional de Cafeteros,,Washed / Wet,7.75,7.5,7.33,7.58,7.33,7.75,10.0,10.0,10.0,7.42,0.0,1,0.0,Green,9,"November 2nd, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,1539.1595744680849,2
613,82.67,Arabica,ipanema coffees,Brazil,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2.0,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.58,7.5,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,0.0,0,0.0,Green,0,"October 7th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1.0,1.0,1.0,640
614,82.67,Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,monte carmelo,MANOEL CARDOSO AND GALILEO CARDOSO,300,60.0,Brazil Specialty Coffee Association,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Catuai,Natural / Dry,7.33,7.5,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.5,0.12,0,0.0,,9,"January 15th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,,,996.5,18000
616,82.67,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",taylor winch (t) ltd,1550,mbinga,Taylor Winch (T) ltd,77,60.0,Africa Fine Coffee Association,2014,"December 15th, 2014",Taylor Winch (T) Ltd,Bourbon,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,7.58,0.12,0,0.0,Green,4,"December 15th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1550.0,1550.0,1550.0,4620
622,82.67,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1800 msnm,huila,,250,70.0,Almacafé,2012,"January 22nd, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,10.0,7.42,0.11,0,0.0,Bluish-Green,3,"January 22nd, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,1800.0,1800.0,17500
624,82.67,Arabica,juan luis alvarado romero,Guatemala,finca medina,1500,antigua,-,275,69.0,Asociacion Nacional Del Café,2012,"July 17th, 2012",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,10.0,7.5,0.11,0,0.0,Green,0,"July 17th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,18975
631,82.67,Arabica,exportadora de cafe condor s.a,Colombia,,1800 msnm,huila,,250,70.0,Almacafé,4T/10,"February 9th, 2011",Exportadora de Cafe Condor S.A,,,8.08,7.67,7.67,7.33,7.33,7.17,10.0,10.0,10.0,7.42,0.08,0,0.0,,3,"February 9th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,1800.0,1800.0,17500
633,82.58,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000,oriente,JESUS RAMIREZ,25,69.0,Asociacion Nacional Del Café,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,0.1,0,1.0,Green,2,"September 8th, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,1725
635,82.58,Arabica,gabriel barbara,Brazil,volcafe ltda.,,south of minas,,198,59.0,Brazil Specialty Coffee Association,2016,"April 19th, 2017",Gabriel Barbara,,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10.0,10.0,10.0,7.5,0.11,0,0.0,Green,7,"April 19th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,,,860.9090909090909,11682
637,82.58,Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,campos altos - cerrado,,300,60.0,Brazil Specialty Coffee Association,2016,"December 28th, 2015",BOURBON SPECIALTY COFFEES,,,7.42,7.42,7.5,7.33,7.25,7.67,10.0,10.0,10.0,8.0,0.0,1,9.0,Green,2,"December 27th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,,,1200.0,18000
642,82.58,Arabica,kawacom uganda ltd,Uganda,kawacom uganda ltd,1400-1900,eastern,Sipi organic coffee project,1,60.0,Uganda Coffee Development Authority,2013,"June 30th, 2014",Kawacom Uganda LTD,SL14,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.42,0.12,0,0.0,Green,0,"June 30th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1400.0,1900.0,1650.0,60
644,82.58,Arabica,dane loraas,Mexico,sustainable harvest,,veracruz,Huatusco,320,2.265,Specialty Coffee Association,2014,"April 18th, 2014",Dane Loraas,,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10.0,10.0,7.58,0.0,0,0.0,Green,11,"April 18th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,1195.741935483871,724
646,82.58,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,varios,250,70.0,Almacafé,2013,"April 16th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,10.0,7.5,0.11,0,0.0,Blue-Green,3,"April 16th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,17500
647,82.58,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,varios,250,70.0,Almacafé,2012,"October 9th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,10.0,10.0,10.0,7.42,0.11,0,0.0,,3,"October 9th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,17500
648,82.58,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1750 msnm,huila,,250,70.0,Almacafé,2013,"February 27th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,10.0,7.42,0.11,0,0.0,Green,0,"February 27th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,17500
651,82.58,Arabica,racafe & cia s.c.a,Colombia,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,275,70.0,Almacafé,2012,"June 13th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,10.0,7.67,0.11,2,0.0,Green,2,"June 13th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,19250
652,82.58,Arabica,nucoffee,Brazil,,900-1050m,south of minas,Mario Garcia Reis Neto,42,60.0,NUCOFFEE,2011,"October 28th, 2011",NUCOFFEE,Mundo Novo,,7.58,7.5,7.33,7.75,7.5,7.5,10.0,10.0,10.0,7.42,0.0,0,0.0,,4,"October 27th, 2012",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,900.0,1050.0,975.0,2520
653,82.5,Arabica,ipanema coffees,Brazil,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60.0,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.42,0.11,0,0.0,Green,4,"October 20th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,890.0,890.0,890.0,19200
655,82.5,Arabica,elsy reyes,Honduras,cigrah,1400,comayagua,Nahun Maldonado,275,69.0,Instituto Hondureño del Café,2017,"June 3rd, 2017",Elsy Reyes,Caturra,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,0.1,0,0.0,Green,4,"June 3rd, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0,18975
