,total_cup_points,species,owner,country_of_origin,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,volume
582,82.75,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4000,oriente,JESUS RAMIREZ,25,69.0,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.67,0.1,0,0.0,Green,1,"August 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,1725
583,82.75,Arabica,sanjava coffee,Indonesia,pt. shriya artha nusantara,1500,sapan toraja,vary farm,2,1.0,Specialty Coffee Association of Indonesia,2017,"August 8th, 2017",SanJava Coffee,Sulawesi,Other,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,10.0,7.58,0.12,0,0.0,Blue-Green,15,"August 8th, 2018",Specialty Coffee Association of Indonesia,99fa73db21b7acd9c9ceb9dd84e409d2077d55c4,36910838db193ebdd61fa1427bac74622114c49a,m,1500.0,1500.0,1500.0,2
584,82.75,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",518,el progreso,JESUS RAMIREZ,25,69.0,Asociacion Nacional Del Café,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,10.0,7.67,0.12,0,0.0,Green,0,"June 1st, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,157.8864,157.8864,157.8864,1725
585,82.75,Arabica,"lin, che-hao krude 林哲豪",Taiwan,taiwan coffee laboratory,650,"台南市東山區( dongshan dist., tainan city)","林俊吉( Lin, Chun-Chi)",8,10.0,Specialty Coffee Association,2016,"June 1st, 2017","Lin, Che-Hao Krude 林哲豪",Yellow Bourbon,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10.0,10.0,7.67,0.0,0,0.0,Green,0,"June 1st, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,650.0,650.0,650.0,80
586,82.75,Arabica,consejo salvadoreño del café,El Salvador,soc. coop. de caf. de ciudad barrios de r.l.,1250,cacahuatique,Soc. Coop. de Caf. de Ciudad Barrios de R.L.,275,69.0,Salvadoran Coffee Council,2017,"May 8th, 2017",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,10.0,10.0,10.0,7.67,0.0,0,0.0,,4,"May 8th, 2018",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1250.0,1250.0,1250.0,18975
587,82.75,Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,250,69.0,Specialty Coffee Association of Costa Rica,2016,"April 28th, 2017","CECA, S.A.",Caturra,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.67,0.09,0,0.0,Bluish-Green,1,"April 28th, 2018",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1850.0,1850.0,1850.0,17250
588,82.75,Arabica,bismarck castro,Honduras,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,275,69.0,Instituto Hondureño del Café,2017,"April 6th, 2017",Bismarck Castro,Caturra,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.67,0.09,0,1.0,Green,6,"April 6th, 2018",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0,18975
589,82.75,Arabica,ipanema coffees,Brazil,ipanema coffees,905,south of minas,Ipanema Agricola,320,60.0,Brazil Specialty Coffee Association,2015,"April 25th, 2016",Ipanema Coffees,Yellow Bourbon,Pulped natural / honey,7.5,7.5,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,0.11,0,2.0,Bluish-Green,1,"April 25th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,905.0,905.0,905.0,19200
590,82.75,Arabica,yunnan coffee exchange,China,yunnan coffee exchange,1100,yunnan,"Puwen Lvyou Coffee Co.,Ltd",3,60.0,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10.0,10.0,10.0,7.58,0.1,0,0.0,Green,0,"April 6th, 2017",Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,m,1100.0,1100.0,1100.0,180
591,82.75,Arabica,yunnan coffee exchange,China,yunnan coffee exchange,1500,menglian,Pu'er Lingdu Yunlin Coffee Co.LTD,3,60.0,Yunnan Coffee Exchange,2015,"April 5th, 2016",Yunnan Coffee Exchange,Catimor,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,0.11,0,0.0,Green,2,"April 5th, 2017",Yunnan Coffee Exchange,683fa6014608fc10ff681b0435b0b2dbe6df988f,f6d87a6c04653c569d4911a66f89d5e30ce83b93,m,1500.0,1500.0,1500.0,180
592,82.75,Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,250,70.0,Almacafé,2014,"November 7th, 2014",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.5,0.0,0,0.0,Blue-Green,2,"November 7th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,17500
593,82.75,Arabica,afca,Malawi,mzuzu coffee planters coop union,1442 m,mzuzu,Mzuzu Coffee Planters Coop Union,29,60.0,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,0.12,0,0.0,Bluish-Green,0,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1442.0,1442.0,1442.0,1740
594,82.75,Arabica,juan luis alvarado romero,Guatemala,"armajaro guatemala, s. a.",5000 ft.,jalapa,ROBERTO MONTERROSO,250,69.0,Asociacion Nacional Del Café,2014,"June 16th, 2014",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,10.0,7.42,0.13,0,0.0,Green,2,"June 16th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1524.0,1524.0,1524.0,17250
595,82.75,Arabica,coffee export,Colombia,coffee export,1.65,huila,,275,1.0,Almacafé,2014,"May 27th, 2014",Coffee Export,Typica,Washed / Wet,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,10.0,7.67,0.12,0,0.0,Green,0,"May 27th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,165.0,165.0,165.0,275
596,82.75,Arabica,eileen koyanagi,United States (Hawaii),kona pacific farmers cooperative,,kona,,10,36.24,Specialty Coffee Association,2013,"February 5th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.42,0.1,6,0.0,Blue-Green,0,"February 5th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,362
597,82.75,Arabica,eileen koyanagi,United States (Hawaii),kona pacific farmers cooperative,,kona,,6,45.300000000000004,Specialty Coffee Association,2013,"February 4th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8.0,9.33,9.33,10.0,7.75,0.1,0,0.0,Green,0,"February 4th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,271
598,82.75,Arabica,the coffee source inc.,Colombia,the coffee source inc.,1300,antioquia,several,250,1.0,Specialty Coffee Association of Costa Rica,2013,"January 21st, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,10.0,7.5,0.1,0,0.0,Green,2,"January 21st, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1300.0,1300.0,1300.0,250
599,82.75,Arabica,nestor mendez gomez,Mexico,cesmach s.c.,1550,chiapas,CARLOS O. VELAZCO LOPEZ,32,1.0,AMECAFE,2013,"March 29th, 2013",NESTOR MENDEZ GOMEZ,Typica,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,0.12,0,0.0,Green,6,"March 29th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1550.0,1550.0,1550.0,32
600,82.75,Arabica,sergio de la vequia bernardi,Mexico,,1200,veracruz,FRANCISCO R. DE LA VEQUIA BERNARDI,250,1.0,AMECAFE,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,10.0,10.0,10.0,7.67,0.12,0,0.0,,0,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0,250
601,82.75,Arabica,romulo bello flores,Mexico,cafe shunuc,1200,atoyac de alvarez,ROMULO BELLO FLORES,21,1.0,AMECAFE,2012,"June 6th, 2012",ROMULO BELLO FLORES,Typica,Natural / Dry,8.08,8.17,8.0,8.0,7.83,7.92,6.67,10.0,10.0,8.08,0.12,1,0.0,,4,"June 6th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0,21
602,82.75,Arabica,,Colombia,ecom cca s.a.,1400 thru 1850,south huila,Supply Chain ECOM CCA S.A.,250,70.0,Almacafé,2012,"April 11th, 2012",,Caturra,Washed / Wet,7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.5,0.0,0,0.0,Blue-Green,0,"April 11th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1400.0,1850.0,1625.0,17500
603,82.75,Arabica,racafe & cia s.c.a,Colombia,c.i.racafe & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,100,70.0,Almacafé,2012,"March 5th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.42,0.11,0,0.0,Green,3,"March 5th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,7000
604,82.75,Arabica,kona pacific farmers cooperative,United States (Hawaii),cqi,,kona,,6,45.300000000000004,Specialty Coffee Association,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10.0,10.0,7.75,0.12,0,0.0,Green,0,"February 22nd, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,271
605,82.75,Arabica,rachel peterson,Panama,hacienda la esmeralda,1100,boquete,Price Peterson,300,2.0,Specialty Coffee Association,2012,"February 23rd, 2012",Rachel Peterson,Catuai,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,10.0,7.58,0.0,0,0.0,Green,4,"February 22nd, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1100.0,1100.0,1100.0,600
606,82.75,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,kona,,14,1.0,Specialty Coffee Association,,"June 29th, 2010",Kona Pacific Farmers Cooperative,,,7.75,7.67,7.5,7.83,7.17,7.42,10.0,10.0,10.0,7.42,0.0,0,0.0,,2,"June 29th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,14
607,82.67,Arabica,ipanema coffees,Brazil,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60.0,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,10.0,10.0,10.0,7.5,0.0,0,0.0,Green,4,"October 20th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,890.0,890.0,890.0,19200
608,82.67,Arabica,ipanema coffees,Brazil,ipanema coffees,934,south of minas,Ipanema Agricola,320,60.0,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Natural / Dry,7.5,7.58,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.5,0.11,0,2.0,Bluish-Green,3,"August 16th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,934.0,934.0,934.0,19200
609,82.67,Arabica,cqi taiwan icp cqi台灣合作夥伴,Laos,宸嶧國際,1300,"paksong,laos","Paksong,Laos",60,50.0,Blossom Valley International,2015,"June 2nd, 2016",CQI Taiwan ICP CQI台灣合作夥伴,Catimor,Washed / Wet,7.67,7.67,7.42,7.42,7.42,7.5,10.0,10.0,10.0,7.58,0.13,0,0.0,Bluish-Green,0,"June 2nd, 2017",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1300.0,1300.0,1300.0,3000
610,82.67,Arabica,consejo salvadoreño del café,El Salvador,consejo salvadoreño del café,1200,"el balsamo, quezaltepec","El Barbaro, S.A. de C.V.",275,69.0,Salvadoran Coffee Council,2016,"March 29th, 2016",Consejo Salvadoreño del Café,Pacas,Washed / Wet,7.67,7.67,7.67,7.67,7.5,7.67,10.0,10.0,9.33,7.5,0.0,0,0.0,Green,7,"March 29th, 2017",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1200.0,1200.0,1200.0,18975
611,82.67,Arabica,josé luis rojas yeo,Mexico,finca kassandra,1300,veracruz,Finca Kassandra,8,8.0,Centro Agroecológico del Café A.C.,2016,"February 25th, 2016",José Luis Rojas Yeo,,,7.5,7.67,7.42,7.75,7.42,7.17,10.0,10.0,10.0,7.75,0.11,0,2.0,Green,3,"February 24th, 2017",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386,m,1300.0,1300.0,1300.0,64
612,82.67,Arabica,federacion nacional de cafeteros,Colombia,federacion nacional de cafeteros,,huila,,1,2.0,Almacafé,2015,"November 3rd, 2015",Federacion Nacional de Cafeteros,,Washed / Wet,7.75,7.5,7.33,7.58,7.33,7.75,10.0,10.0,10.0,7.42,0.0,1,0.0,Green,9,"November 2nd, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,,2
613,82.67,Arabica,ipanema coffees,Brazil,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2.0,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.58,7.5,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,0.0,0,0.0,Green,0,"October 7th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1.0,1.0,1.0,640
614,82.67,Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,monte carmelo,MANOEL CARDOSO AND GALILEO CARDOSO,300,60.0,Brazil Specialty Coffee Association,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Catuai,Natural / Dry,7.33,7.5,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.5,0.12,0,0.0,,9,"January 15th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,,,,18000
615,82.67,Arabica,nitin coffee estate,"Tanzania, United Republic Of",nitin coffee estate,1700,karatu arusha,Nitin Coffee Estate,93,60.0,Africa Fine Coffee Association,2014,"December 18th, 2014",Nitin Coffee Estate,Other,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.58,0.12,0,0.0,Green,0,"December 18th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1700.0,1700.0,1700.0,5580
616,82.67,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",taylor winch (t) ltd,1550,mbinga,Taylor Winch (T) ltd,77,60.0,Africa Fine Coffee Association,2014,"December 15th, 2014",Taylor Winch (T) Ltd,Bourbon,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,7.58,0.12,0,0.0,Green,4,"December 15th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1550.0,1550.0,1550.0,4620
617,82.67,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,宸嶧國際,1200公尺,嘉義阿里山,林道明,10,60.0,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,8.0,7.83,7.83,7.42,7.25,7.25,10.0,10.0,10.0,7.08,0.08,0,0.0,Green,0,"November 23rd, 2015",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1200.0,1200.0,1200.0,600
618,82.67,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,productos y servicios chilindron s.a. de c.v.,1296,la yerba,AVELINO CHAVEZ REYNA,11,1.0,AMECAFE,2014,"August 15th, 2014",PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Typica,Natural / Dry,7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.58,0.11,0,0.0,Green,0,"August 15th, 2015",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1296.0,1296.0,1296.0,11
619,82.67,Arabica,kawacom uganda ltd,Uganda,afca,1400- 1900,mt elgon,Kawacom Uganda Ltd,1,60.0,Uganda Coffee Development Authority,2013,"June 25th, 2014",Kawacom Uganda LTD,SL14,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.5,0.12,0,0.0,Green,0,"June 25th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1400.0,1900.0,1650.0,60
620,82.67,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,blossom valley宸嶧國際,1240 m,chiayi alishan 嘉義縣阿里山鄉,Xu ding ye 許定燁,10,30.0,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.67,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.5,0.11,0,0.0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1240.0,1240.0,1240.0,300
621,82.67,Arabica,松澤宏樹 koju matsuzawa,Thailand,"coffeas co., ltd",1500,phahi,Koju Matsuzawa,300,60.0,Specialty Coffee Institute of Asia,2013,"September 3rd, 2013",松澤宏樹 Koju Matsuzawa,Caturra,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,7.5,0.11,0,0.0,Bluish-Green,0,"September 3rd, 2014",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1500.0,1500.0,1500.0,18000
622,82.67,Arabica,exportadora de cafe condor s.a,Colombia,exportadora de cafe condor s.a,1800 msnm,huila,,250,70.0,Almacafé,2012,"January 22nd, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,10.0,7.42,0.11,0,0.0,Bluish-Green,3,"January 22nd, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,1800.0,1800.0,17500
623,82.67,Arabica,adam kline,El Salvador,atlantic specialty coffee,,,,288,1.0,Specialty Coffee Association,2012,"August 17th, 2012",Adam Kline,Other,Washed / Wet,7.92,8.0,7.5,6.75,7.92,7.58,10.0,10.0,9.33,7.67,0.0,0,0.0,None,17,"August 17th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,,288
624,82.67,Arabica,juan luis alvarado romero,Guatemala,finca medina,1500,antigua,-,275,69.0,Asociacion Nacional Del Café,2012,"July 17th, 2012",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,10.0,7.5,0.11,0,0.0,Green,0,"July 17th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,18975
625,82.67,Arabica,doi tung development project,Thailand,mae fah luang foundation,,thailand,Doi Tung Development Project,2,1.0,Specialty Coffee Association,2012,"June 13th, 2012",Doi Tung Development Project,Other,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,7.58,0.12,0,0.0,Bluish-Green,0,"June 13th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,,2
626,82.67,Arabica,montegrande,Mexico,cafe montegrande,1100,,AMIN JAVIER MOISES CEJA,36,1.0,AMECAFE,2012,"June 6th, 2012",MONTEGRANDE,Other,Washed / Wet,7.58,7.58,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,0.11,0,0.0,,2,"June 6th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100.0,1100.0,1100.0,36
627,82.67,Arabica,grupo cafetalero los brujos spr de rl,Mexico,grupo cafetalero los brujos,950,mahuixtlan,MARIA DE LOURDES ANCIRA ELIZONDO,23,1.0,AMECAFE,2012,"June 6th, 2012",GRUPO CAFETALERO LOS BRUJOS SPR DE RL,Typica,Washed / Wet,7.5,7.58,7.58,7.58,7.42,7.42,10.0,10.0,10.0,7.58,0.12,0,0.0,,0,"June 6th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,950.0,950.0,950.0,23
628,82.67,Arabica,george a. fernandez,Colombia,,1800 meters (5900,52 narino (exact location: mattituy; municipal region: florida code 381,Mariana Cabrera Pantoja; I.D.: 27 423 625,1,1.0,Specialty Coffee Association,Spring 2011 in Colombia.,"November 16th, 2011",George A. Fernandez,,,7.33,7.58,7.42,7.42,7.67,7.67,10.0,10.0,10.0,7.58,0.11,0,0.0,Green,0,"November 15th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1800.0,5900.0,3850.0,1
629,82.67,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,kona,,37,45.300000000000004,Specialty Coffee Association,,"September 20th, 2011",Kona Pacific Farmers Cooperative,,,7.83,7.67,7.5,7.67,7.5,7.58,10.0,10.0,9.33,7.58,0.03,2,0.0,,0,"September 19th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,1676
630,82.67,Arabica,young kim,Mexico,,1400 masl,mexico,Finca Kassandra,1,1.0,Specialty Coffee Association,2010-2011,"April 6th, 2011",Young Kim,Blue Mountain,,7.75,7.58,7.25,7.75,7.67,7.58,10.0,10.0,10.0,7.08,0.0,0,0.0,,1,"April 5th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1400.0,1400.0,1400.0,1
631,82.67,Arabica,exportadora de cafe condor s.a,Colombia,,1800 msnm,huila,,250,70.0,Almacafé,4T/10,"February 9th, 2011",Exportadora de Cafe Condor S.A,,,8.08,7.67,7.67,7.33,7.33,7.17,10.0,10.0,10.0,7.42,0.08,0,0.0,,3,"February 9th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,1800.0,1800.0,17500
632,82.67,Arabica,racafe & cia s.c.a,Colombia,,,,,270,70.0,Almacafé,2009-2010,"September 3rd, 2010",Racafe & Cia S.C.A,,,7.5,7.42,7.33,7.33,7.67,7.83,10.0,10.0,10.0,7.58,0.21,0,0.0,,2,"September 3rd, 2011",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,,18900
